ID	Accession	Assay Type	Assay Nickname	Target label	Target gene	Biosample summary	Biosample	Description	Lab	Project	Status	Biological replicate	Technical replicate	Linked Antibody	Species	Life stage	Age	Age Units	Treatment	Term ID	Concentration	Concentration units	Duration	Duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates
/experiments/ENCSR000COI/	ENCSR000COI	DNase-seq	DNase-seq			129 ZHBTc4-mESC treated with doxycycline hyclate	ZHBTc4-mESC	DNase-seq and DGF on ZhBTc4 strain 129-Ola differentiated for 24 hours	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Mus musculus	embryonic	unknown	day	doxycycline hyclate	CHEBI:34730			24	hour				/replicates/a2f7f46d-1905-43b5-bb89-d09dbed703cc/,/replicates/b9835a01-e6d1-49f9-87df-d13613fc3492/
/experiments/ENCSR000ENZ/	ENCSR000ENZ	DNase-seq	DNase-seq			dermis blood vessel endothelial cell male postnatal	dermis blood vessel endothelial cell	DNase-seq and DGF on human HMVEC-dBl-Neo	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	postnatal	unknown											/replicates/456ea680-0ded-4b50-87f6-86acaad55aeb/,/replicates/5bd6aaca-613f-48e5-9288-b6b34b8ee95a/
/experiments/ENCSR347CEH/	ENCSR347CEH	DNase-seq	DNase-seq			A549 treated with dexamethasone	A549	DNase-seq on A549 cell line treated with 100 nM dexamethasone for 7 hours.	Tim Reddy, Duke	GGR	released	2,1,5,3	1		Homo sapiens	adult	58	year	dexamethasone	CHEBI:41879			7	hour				/replicates/0afff1ec-6277-4777-bb8b-ae6ca5acc7fd/,/replicates/99faf6ad-f4a5-4fc1-9bed-85c53053d3ee/,/replicates/9abe9d6f-c883-451f-974b-eff94fe71a22/,/replicates/3b37df6a-6719-4418-9add-cea065224f9b/
/experiments/ENCSR136DNA/	ENCSR136DNA	DNase-seq	DNase-seq	Control		A549	A549	DNase-seq on A549 cell line treated with 100 nM dexamethasone for 0 hours.	Tim Reddy, Duke	GGR	released	2,5,3,4	1		Homo sapiens	adult	58	year										/replicates/e02e1e36-c3dc-40ee-aae6-2a621d473368/,/replicates/a6f9b34f-6e28-4fe8-a8ea-95ef91a1bd03/,/replicates/e3c0ca25-b1ff-4ed8-8c5e-693a1b679069/,/replicates/5eba527a-8640-4238-aef5-acb5ae3748f0/
/experiments/ENCSR294XUZ/	ENCSR294XUZ	DNase-seq	DNase-seq			A549 treated with dexamethasone	A549	DNase-seq on A549 cell line treated with 100 nM dexamethasone for 3 hours.	Tim Reddy, Duke	GGR	released	2,5,1,3	1		Homo sapiens	adult	58	year	dexamethasone	CHEBI:41879			3	hour				/replicates/637534fb-066b-431f-8344-8a235747177d/,/replicates/00c0bb98-7d32-489f-9b61-6776258417a1/,/replicates/ab643042-3e4c-4e76-a334-798e601682a6/,/replicates/a35617e5-cf40-437b-bca5-78f21be6923b/
/experiments/ENCSR473RJT/	ENCSR473RJT	DNase-seq	DNase-seq			IMR-90 female fetal (16 weeks)	IMR-90		John Stamatoyannopoulos, UW	Roadmap	archived	1	13		Homo sapiens	fetal	16	week										/replicates/4ca8a8ad-06de-4d6d-805f-3f1c9a319c5e/
/experiments/ENCSR136PPN/	ENCSR136PPN	DNase-seq	DNase-seq			mesendoderm	mesendoderm		John Stamatoyannopoulos, UW	Roadmap	archived	1	33		Homo sapiens	embryonic	unknown											/replicates/bd2987e4-6c82-44f7-bc35-0f39f700cd0e/
/experiments/ENCSR627JWO/	ENCSR627JWO	DNase-seq	DNase-seq			muscle of back male fetal (91 day)	muscle of back		John Stamatoyannopoulos, UW	Roadmap	archived	1	7		Homo sapiens	fetal	91	day										/replicates/5f4fa454-295b-4377-8bed-c6e4414d4941/
/experiments/ENCSR420KMU/	ENCSR420KMU	DNase-seq	DNase-seq			T-cell male adult (21 year)	T-cell		John Stamatoyannopoulos, UW	Roadmap	archived	1	2		Homo sapiens	adult	21	year										/replicates/be34a76f-45ca-47d0-a697-c2bca1ea746b/
/experiments/ENCSR367JUE/	ENCSR367JUE	DNase-seq	DNase-seq			muscle of arm male fetal (91 day)	muscle of arm		John Stamatoyannopoulos, UW	Roadmap	archived	1	4		Homo sapiens	fetal	91	day										/replicates/1082dfe9-d63d-464a-bc43-ea0b90403bc1/
/experiments/ENCSR000ENF/	ENCSR000ENF	DNase-seq	DNase-seq			brain pericyte	brain pericyte	UW human HBVP DNase-seq	John Stamatoyannopoulos, UW	ENCODE	released	1	1		Homo sapiens	unknown	unknown											/replicates/5fffc50a-d142-4625-b6c4-2c127ae3296b/
/experiments/ENCSR000EQD/	ENCSR000EQD	DNase-seq	DNase-seq			T-helper 1 cell female adult (26 years)	T-helper 1 cell	DNase-seq and DGF on human Th1 (Wb33676984)	John Stamatoyannopoulos, UW	ENCODE	released	1	1,3		Homo sapiens	adult	26	year										/replicates/95c983f6-3c88-4ec3-a41c-ae00c5f66bc3/,/replicates/f1c29637-8df5-4613-a742-12ac3dbacd4d/
/experiments/ENCSR179PIH/	ENCSR179PIH	DNase-seq	DNase-seq			C57BL/6 hindbrain embryo (14.5 days)	hindbrain	DNase-seq on 14.5 day embryonic mouse hindbrain	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Mus musculus	embryonic	14.5	day										/replicates/06ab559f-3af6-4334-b870-55f61b05b10e/,/replicates/6fbef1f7-23c4-44af-aaeb-80626b3f2a15/
/experiments/ENCSR318PRQ/	ENCSR318PRQ	DNase-seq	DNase-seq			middle frontal gyrus male adult (78 years)	middle frontal gyrus	DNase-seq on 78 year old male human middle frontal gyral tissue	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	adult	78	year										/replicates/0b99284d-3019-4aaf-92be-f6195332eed5/,/replicates/193df968-8411-4956-9209-f97688799775/
/experiments/ENCSR000EMB/	ENCSR000EMB	DNase-seq	DNase-seq			fibroblast of skin of abdomen male adult (22 years)	fibroblast of skin of abdomen	DNase-seq and DGF on human AG10803	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Homo sapiens	adult	22	year										/replicates/61a7a4b6-da61-4d23-a76e-43b5e889e361/,/replicates/661b7ed3-c029-42b6-a76d-c0b18310a7fd/
/experiments/ENCSR515EWI/	ENCSR515EWI	DNase-seq	DNase-seq			Caki2	Caki2	DNase-seq on cell line Caki-2 (epithelial cell from 69 year old male human kidney, clear cell carcinoma)	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1,2		Homo sapiens	adult	69	year										/replicates/127cfe9d-5f55-4682-9aa0-33e1f5d89bae/,/replicates/1e704d3f-ed52-4e35-ba19-44c8f04eb4bb/,/replicates/13d62689-fea9-4792-9f4a-d77027aef4f7/,/replicates/0b0bdc07-d089-4b97-a7e7-e9aa3d10e2ab/
/experiments/ENCSR959ZXU/	ENCSR959ZXU	DNase-seq	DNase-seq			HeLa-S3	HeLa-S3		John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Homo sapiens	adult	31	year										/replicates/79deff9e-98a0-4654-b482-4fafe269a2b9/,/replicates/7c58ebbf-0f08-4552-bdc3-794e2f574087/
/experiments/ENCSR855DJV/	ENCSR855DJV	DNase-seq	DNase-seq			ovary female adult (51 year)	ovary		John Stamatoyannopoulos, UW	ENCODE	released	1	1		Homo sapiens	adult	51	year										/replicates/a40928ac-5929-49c0-95a3-d5ffe182a966/
/experiments/ENCSR000EJK/	ENCSR000EJK	DNase-seq	DNase-seq			GM19239	GM19239	Duke human GM19239 DNase-seq	Gregory Crawford, Duke	ENCODE	released	2,1	1		Homo sapiens	unknown	unknown											/replicates/7745eeb8-8cc0-4011-86ca-6742101a32b6/,/replicates/1cc5f182-ee96-4c77-8152-0db83fc3db71/
/experiments/ENCSR000EJH/	ENCSR000EJH	DNase-seq	DNase-seq			GM13977	GM13977	Duke human GM13977 DNase-seq	Gregory Crawford, Duke	ENCODE	released	2,1	1		Homo sapiens	unknown	20	year										/replicates/0d477e1a-36d2-4c2f-ad77-ab0f2a6c56ab/,/replicates/e65b78aa-0a29-4ba7-b556-5707b4bd2088/
/experiments/ENCSR000EKF/	ENCSR000EKF	DNase-seq	DNase-seq			endothelial cell of umbilical vein newborn	endothelial cell of umbilical vein	Duke human HUVEC DNase-seq	Gregory Crawford, Duke	ENCODE	released	1,2	1		Homo sapiens	newborn	unknown											/replicates/8464082c-6f5b-416c-ba92-94e9194afdc2/,/replicates/7c67c5ab-ba57-4752-9921-13fe2908d53d/
/experiments/ENCSR000EKT/	ENCSR000EKT	DNase-seq	DNase-seq			LNCaP clone FGC	LNCaP clone FGC	DNase-seq on human LNCaP	Gregory Crawford, Duke	ENCODE	released	2,1,3	1		Homo sapiens	adult	50	year										/replicates/7756242e-2c1a-49db-8242-07a92b4f0a8b/,/replicates/003fc3b8-ccbe-475a-9337-5becf5bf2845/,/replicates/5cd6f77e-f078-4b8a-9571-dfe6a9dd8d10/
/experiments/ENCSR087KLL/	ENCSR087KLL	DNase-seq	DNase-seq			muscle of leg female fetal (113 days)	muscle of leg		John Stamatoyannopoulos, UW	Roadmap	archived	1	4		Homo sapiens	fetal	113	day										/replicates/d6aafd8f-a2b5-41cc-93a2-e688f2fab45d/
/experiments/ENCSR235XVP/	ENCSR235XVP	DNase-seq	DNase-seq			CD8-positive, alpha-beta T cell male adult (21 year)	CD8-positive, alpha-beta T cell		John Stamatoyannopoulos, UW	Roadmap	archived	1	2		Homo sapiens	adult	21	year										/replicates/e1d15490-d963-4215-925d-ee7cc3598eec/
/experiments/ENCSR660QFL/	ENCSR660QFL	DNase-seq	DNase-seq			kidney female fetal (105 days)	kidney		John Stamatoyannopoulos, UW	Roadmap	archived	1	4		Homo sapiens	fetal	105	day										/replicates/be9508f1-27d4-473f-aa9c-1acba1af2c7c/
/experiments/ENCSR000EOK/	ENCSR000EOK	DNase-seq	DNase-seq			renal cortical epithelial cell	renal cortical epithelial cell	DNase-seq and DGF on human HRCEpiC	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Homo sapiens	unknown	unknown											/replicates/c80d9666-d0d6-4073-9504-1c137f377db8/,/replicates/8b08a70a-2930-41fc-b155-bb27257a45bb/
/experiments/ENCSR000EMG/	ENCSR000EMG	DNase-seq	DNase-seq			HS-5	HS-5	DNase-seq on human bone marrow HS5	John Stamatoyannopoulos, UW	ENCODE	released	1	1		Homo sapiens	adult	unknown											/replicates/5b468e41-1157-4eb4-82db-2a782bb822e2/
/experiments/ENCSR000CNL/	ENCSR000CNL	DNase-seq	DNase-seq			129 liver male embryo (14.5 days)	liver	DNase-seq on embryonic day 14.5 mouse liver strain is 129	John Stamatoyannopoulos, UW	ENCODE	released	1	1		Mus musculus	embryonic	14.5	day										/replicates/12835443-7830-46c8-82c5-224b3cce6004/
/experiments/ENCSR172RHR/	ENCSR172RHR	DNase-seq	DNase-seq			C57BL/6 embryo embryo (10.5 days)	embryo	DNase-seq on 10.5 day mouse embryo.	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Mus musculus	embryonic	10.5	day										/replicates/4a0f3194-a788-43a4-a3a6-dcdbb6ad2981/,/replicates/81651f26-5037-4d9e-896c-da48cbabf3d8/
/experiments/ENCSR000ELY/	ENCSR000ELY	DNase-seq	DNase-seq			fibroblast of lung male fetal (12 weeks)	fibroblast of lung	DNase-seq on human AG04450	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	fetal	12	week										/replicates/205afd43-80c1-4e7b-b711-46c242625445/,/replicates/3746f07a-183c-44b9-a691-454a06eb5fcf/
/experiments/ENCSR362JSZ/	ENCSR362JSZ	DNase-seq	DNase-seq			hematopoietic multipotent progenitor cell male adult (25 years) treated with interleukin-3 , kit ligand , hydrocortisone succinate , erythropoietin	hematopoietic multipotent progenitor cell		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	adult	25	year	interleukin-3,kit ligand,hydrocortisone succinate,erythropoietin	UniprotKB:P08700,UniprotKB:P21583,CHEBI:31677,CHEBI:81579			17	day				/replicates/c02dc720-5e94-4c6e-b0c6-7ba5857c1753/,/replicates/dcabbb1d-cb63-4d2d-ab19-d40db029aa2c/
/experiments/ENCSR000ENV/	ENCSR000ENV	DNase-seq	DNase-seq			mammary epithelial cell female	mammary epithelial cell	DNase-seq on human mammary epithelial cell	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/d5f38e13-4f87-4ada-9ebc-64ac7e7e1526/,/replicates/519c19cf-ddf2-4cbe-b0a0-6786b7c6e515/
/experiments/ENCSR599WJC/	ENCSR599WJC	DNase-seq	DNase-seq			A549 treated with dexamethasone	A549	DNase-seq on A549 cell line treated with 100 nM dexamethasone for 4 hours.	Tim Reddy, Duke	GGR	released	3,5,2,4	1		Homo sapiens	adult	58	year	dexamethasone	CHEBI:41879			4	hour				/replicates/6979c1c2-dcb2-4a96-a98b-be3255851144/,/replicates/3def9662-e92e-4b51-b9b5-ab0b8b3ce308/,/replicates/ace055a8-6905-4300-ad39-d0be830396d8/,/replicates/7602cceb-8a1f-4278-bbdb-beaa79f884ac/
/experiments/ENCSR128IVG/	ENCSR128IVG	DNase-seq	DNase-seq			A549 treated with dexamethasone	A549	DNase-seq on A549 cell line treated with 100 nM dexamethasone for 10 hours.	Tim Reddy, Duke	GGR	released	1,5,3,2	1		Homo sapiens	adult	58	year	dexamethasone	CHEBI:41879			10	hour				/replicates/b9275e13-9b9f-4804-9cd9-9cf5c4c20c18/,/replicates/653a0d3b-2ac7-4834-9608-ad1b5cccfcd6/,/replicates/3c5bd7f5-81ba-4db5-a48d-18f1be99aff9/,/replicates/94866d71-3b19-446f-937b-727fee2a363c/
/experiments/ENCSR000EJY/	ENCSR000EJY	DNase-seq	DNase-seq			skeletal muscle myoblast	skeletal muscle myoblast	Duke human HSMM DNase-seq	Gregory Crawford, Duke	ENCODE	released	2,3,1	1		Homo sapiens	unknown	unknown											/replicates/f7dfec3e-3eb9-4dc9-a651-660ee4181ef5/,/replicates/51288168-b640-4a45-9c5d-c372523ff6e9/,/replicates/d3f53b66-6440-4c75-abf3-8d7f45c25659/
/experiments/ENCSR000EOC/	ENCSR000EOC	DNase-seq	DNase-seq			dermis blood vessel endothelial cell male postnatal	dermis blood vessel endothelial cell	DNase-seq on human HMVEC-dNeo	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	postnatal	unknown											/replicates/eecf5c08-cd99-43d5-a87a-133c5e590e49/,/replicates/2d337b9d-a575-466a-88ef-677987009b05/
/experiments/ENCSR000CMW/	ENCSR000CMW	DNase-seq	DNase-seq			129 ES-E14	ES-E14	DNase on embryonic mouse stem cell line E14	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Mus musculus	embryonic	unknown											/replicates/c5a014ec-5b13-4b83-aafa-84f787b66dec/,/replicates/ddd045bf-6743-4c4a-a9b2-76ceb7ab8787/
/experiments/ENCSR000EPU/	ENCSR000EPU	DNase-seq	DNase-seq			epithelial cell of prostate	epithelial cell of prostate	UW human PrEC DNase-seq	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Homo sapiens	unknown	unknown											/replicates/48ad79c5-7b67-4c35-bb9b-5cc2a3a1a903/,/replicates/f8ce51ec-220d-498c-8bbe-8c3d80e0cefa/
/experiments/ENCSR000CNP/	ENCSR000CNP	DNase-seq	DNase-seq			DBA/2 MEL-GATA-1-ER	MEL-GATA-1-ER	DNase on 8 week adult mouse mG/ER erythroblasts	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Mus musculus	unknown	unknown											/replicates/de88b241-a96d-436f-b72c-f68c00717903/,/replicates/bda99083-9c30-43db-9f40-ce3c31b1127a/
/experiments/ENCSR000EQH/	ENCSR000EQH	DNase-seq	DNase-seq			T-helper 2 cell female adult (26 years)	T-helper 2 cell	DNase-seq on human Treg (Wb33676984)	John Stamatoyannopoulos, UW	ENCODE	released	1	1		Homo sapiens	adult	26	year										/replicates/bcb17391-5591-4fda-aead-ce65bfdf3c6a/
/experiments/ENCSR000EPE/	ENCSR000EPE	DNase-seq	DNase-seq			LHCN-M2	LHCN-M2	UW human LHCN-M2 DNase-seq	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1,3		Homo sapiens	adult	41	year										/replicates/560b6d23-e210-42c8-b932-8965910119da/,/replicates/87d6309b-83f8-47e7-bd5c-5c70893f1396/,/replicates/bad5af72-9e30-45f6-8857-264ca1629f80/
/experiments/ENCSR000CMV/	ENCSR000CMV	DNase-seq	DNase-seq			129 ES-CJ7	ES-CJ7	DNase-seq and DGF on E0 mouse ES-CJ7 strain is 129S1-SVImJ	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Mus musculus	embryonic	unknown											/replicates/ea0591ef-8369-4ebc-a4b8-25d516cda479/,/replicates/a5503bf2-cafb-439e-a1bc-d63a92c7b0b6/
/experiments/ENCSR000EOM/	ENCSR000EOM	DNase-seq	DNase-seq			glomerular endothelial cell	glomerular endothelial cell	DNase-seq on human HRGEC	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/c245882e-bd80-423f-89f4-6e8d3bf49a6c/,/replicates/246c4671-b9ec-4ce1-b93d-85234b7b162e/
/experiments/ENCSR000CNQ/	ENCSR000CNQ	DNase-seq	DNase-seq			DBA/2 erythroblast derived from MEL-GATA-1-ER treated with estradiol	erythroblast	DNase-seq on 8 week mouse mG - ER differentiated for 1 day	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Mus musculus	unknown	unknown		estradiol	CHEBI:23965			24	hour				/replicates/6745e660-5143-4750-b993-6e0f7c6e1ced/,/replicates/753cdb6b-ec24-4096-8bb4-9b851234a448/
/experiments/ENCSR000EPI/	ENCSR000EPI	DNase-seq	DNase-seq			MCF-7 treated with estradiol	MCF-7	DNase-seq on human MCF-7 treated with estradiol at 100nM for 1 hour	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Homo sapiens	adult	69	year	estradiol	CHEBI:23965			1	hour				/replicates/1de84429-38c1-45ec-b391-82295d5975f7/,/replicates/b33a8751-1eb8-4ac0-b124-c481c8d391b3/
/experiments/ENCSR492FWO/	ENCSR492FWO	DNase-seq	DNase-seq			natural killer cell male adult (21 year)	natural killer cell		John Stamatoyannopoulos, UW	Roadmap	archived	1	2		Homo sapiens	adult	21	year										/replicates/a92c4f9b-01b3-4181-baa8-f097ef1bfbdc/
/experiments/ENCSR526FFA/	ENCSR526FFA	DNase-seq	DNase-seq			placenta female fetal (113 days)	placenta		John Stamatoyannopoulos, UW	Roadmap	archived	1	6		Homo sapiens	fetal	113	day										/replicates/564378a6-761c-4ad7-8814-ad8d4a72cdab/
/experiments/ENCSR393KFI/	ENCSR393KFI	DNase-seq	DNase-seq			large intestine male fetal (108 days)	large intestine		John Stamatoyannopoulos, UW	Roadmap	archived	1	3		Homo sapiens	fetal	108	day										/replicates/ff351003-879f-4539-b08d-89760de7dc0c/
/experiments/ENCSR000CMJ/	ENCSR000CMJ	DNase-seq	DNase-seq			RIII 3134	3134	DNase-seq and DGF on mouse 3134 strain is RIII	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Mus musculus	unknown	unknown											/replicates/baed61fd-3eaa-49e1-a17c-777c62d6bc86/,/replicates/39c4446b-3e9f-47d6-836e-5e83d01bb83d/
/experiments/ENCSR000CNS/	ENCSR000CNS	DNase-seq	DNase-seq			NIH/Swiss NIH3T3	NIH3T3	DNase-seq on mouse NIH-3T3	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Mus musculus	unknown	unknown											/replicates/050db373-b98f-45a6-ab3e-5bd9bef67986/,/replicates/478bdad2-addc-4949-aeb6-eabf4f0966d7/
/experiments/ENCSR000EMK/	ENCSR000EMK	DNase-seq	DNase-seq			hematopoietic multipotent progenitor cell male	hematopoietic multipotent progenitor cell	DNase-seq on human CD34+ (Mobilized)	John Stamatoyannopoulos, UW	ENCODE	released	1	1		Homo sapiens	unknown	unknown											/replicates/a48a8a95-219a-4733-95e9-750b16b5e303/
/experiments/ENCSR000CMY/	ENCSR000CMY	DNase-seq	DNase-seq			mixed WW6	WW6	DNase-seq on mouse ES-WW6 F1KO	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Mus musculus	embryonic	unknown											/replicates/b628d795-99f7-412b-adf6-36ccc8033502/,/replicates/bad2d189-030f-4d0c-bc3a-5fbe1c5b75fe/
/experiments/ENCSR338IAC/	ENCSR338IAC	DNase-seq	DNase-seq			trophoblast cell	trophoblast cell		John Stamatoyannopoulos, UW	Roadmap	archived	1	18		Homo sapiens	embryonic	unknown											/replicates/24bd7fd9-0078-4b8d-a25c-1890cb19148f/
/experiments/ENCSR000EQJ/	ENCSR000EQJ	DNase-seq	DNase-seq			regulatory T cell female adult (35 years)	regulatory T cell	DNase-seq and DGF on human Treg (Wb78495824)	John Stamatoyannopoulos, UW	ENCODE	released	1	1,3		Homo sapiens	adult	35	year										/replicates/0c4771b9-6285-436d-8bda-6aafbf2e08f8/,/replicates/48a4e128-394e-4ebc-a75e-d3f7b5cf34a2/
/experiments/ENCSR000CMX/	ENCSR000CMX	DNase-seq	DNase-seq			mixed WW6	WW6	DNase-seq on mouse ES-WW6	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Mus musculus	embryonic	unknown											/replicates/e6a90424-7b67-48ba-bd5e-9cdbfd18fecd/,/replicates/efdc8ca4-be29-424a-af8a-06e4d8ece9d5/
/experiments/ENCSR000EPV/	ENCSR000EPV	DNase-seq	DNase-seq			RPMI-7951	RPMI-7951	DNase-seq and DGF on UW human RPMI-7951	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1,3		Homo sapiens	adult	18	year										/replicates/c8b8acdc-ae50-41b9-b1fc-54357186dd6c/,/replicates/4c61055c-827f-4a4c-9440-f881637b8c33/,/replicates/9bca9f75-7201-4c9b-8012-f650403f75a2/
/experiments/ENCSR000EML/	ENCSR000EML	DNase-seq	DNase-seq			naive thymus-derived CD4-positive, alpha-beta T cell male adult (26 years)	naive thymus-derived CD4-positive, alpha-beta T cell	DNase-seq and DGF on human CD4+ Naive (Wb11970640)	John Stamatoyannopoulos, UW	ENCODE	released	1	1,3		Homo sapiens	adult	26	year										/replicates/d09770fa-3b4a-4c54-a991-2baed1f64854/,/replicates/de1ee1de-c5c1-44a1-a3e6-e47dc660c118/
/experiments/ENCSR947BXK/	ENCSR947BXK	DNase-seq	DNase-seq			CD14-positive monocyte male adult (21 year)	CD14-positive monocyte		John Stamatoyannopoulos, UW	Roadmap	archived	1	3		Homo sapiens	adult	21	year										/replicates/ec8e8505-34f9-4894-961c-c4a8d6d326c1/
/experiments/ENCSR831XNL/	ENCSR831XNL	DNase-seq	DNase-seq			skin fibroblast male fetal (97 days)	skin fibroblast		John Stamatoyannopoulos, UW	Roadmap	archived	1	9		Homo sapiens	fetal	97	day										/replicates/2243c0e2-8d45-4bcb-83c5-ced5e020ab47/
/experiments/ENCSR538YFM/	ENCSR538YFM	DNase-seq	DNase-seq			skin fibroblast male fetal (97 days)	skin fibroblast		John Stamatoyannopoulos, UW	Roadmap	archived	1	4		Homo sapiens	fetal	97	day										/replicates/98e8f32c-3c50-4d37-abd5-978c6f407643/
/experiments/ENCSR595HZQ/	ENCSR595HZQ	DNase-seq	DNase-seq			pancreas female adult (30 years)	pancreas		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	adult	30	year										/replicates/aeeb30be-6c05-40cf-9371-42abb1987c7e/
/experiments/ENCSR838IPF/	ENCSR838IPF	DNase-seq	DNase-seq			thymus female fetal (105 days)	thymus		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	fetal	105	day										/replicates/d86d4d9b-2394-4248-88c6-45a0555927c2/
/experiments/ENCSR000EJC/	ENCSR000EJC	DNase-seq	DNase-seq			GM10266	GM10266	Duke human GM10266 DNase-seq	Gregory Crawford, Duke	ENCODE	released	2,1	1		Homo sapiens	unknown	38	year										/replicates/de298d83-f1cc-41ce-ae30-960f3bd27107/,/replicates/bb1be666-192f-4cec-aba3-2263022c18d4/
/experiments/ENCSR000EJD/	ENCSR000EJD	DNase-seq	DNase-seq			GM12878	GM12878	Duke human GM12878 DNase-seq	Gregory Crawford, Duke	ENCODE	released	1,3,5,2,4	1		Homo sapiens	adult	unknown											/replicates/69b7e7ca-fb67-43e2-b677-688c13a869af/,/replicates/2903c6c5-1327-432e-8ffc-52776780baef/,/replicates/41d053d8-822a-4a4b-bbd3-e29a936f80d7/,/replicates/ab4f3bf8-d58d-4d84-a2cc-a27c57237d3c/,/replicates/b85bc871-f86a-48b5-ac73-3825b21d8f30/
/experiments/ENCSR000ELO/	ENCSR000ELO	DNase-seq	DNase-seq			psoas muscle male adult (27 years) and male adult (35 years)	psoas muscle	DNase-seq on human psoas muscle	Gregory Crawford, Duke	ENCODE	released	2,1	1		Homo sapiens	adult	27,35	year										/replicates/33c87f5c-afc1-44aa-a1f5-e28a45db8f3e/,/replicates/37d15fff-a495-47b1-a072-e06f80e47465/
/experiments/ENCSR000EIT/	ENCSR000EIT	DNase-seq	DNase-seq			skin fibroblast male child (10 years) transiently treated with doxycycline expressing fusion protein	skin fibroblast	DNase-seq on human fibroblast (GM03348) treated with lentiviral MyoD	Gregory Crawford, Duke	ENCODE	released	1,2	1		Homo sapiens	child	10	year	doxycycline	CHEBI:50845			10	day				/replicates/0ba9f956-d23f-4bb8-b7c9-adb1858554b3/,/replicates/2147404e-2ec5-446c-be74-1704f9b4ecbc/
/experiments/ENCSR000EJL/	ENCSR000EJL	DNase-seq	DNase-seq			GM19240	GM19240	Duke human GM19240 DNase-seq	Gregory Crawford, Duke	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/892dbc9b-cb28-4486-8bce-5d235fb4420c/,/replicates/f12a4178-4d02-4cdb-94d8-8b94697f640b/
/experiments/ENCSR000EIZ/	ENCSR000EIZ	DNase-seq	DNase-seq			germinal center	germinal center	DNase-seq on human GC B cell	Gregory Crawford, Duke	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/c3af25a1-2849-4429-a915-9dc396afee21/,/replicates/82450fdd-bcbe-48f8-8269-494d8c536a77/
/experiments/ENCSR000EKC/	ENCSR000EKC	DNase-seq	DNase-seq			HTR-8/SVneo	HTR-8/SVneo	DNase-seq on human HTR8svn	Gregory Crawford, Duke	ENCODE	released	2,1	1		Homo sapiens	fetal	6-12	week										/replicates/64103f10-eb4d-49c7-ad28-a3dfdf15945f/,/replicates/05ce0389-35f0-4045-bb49-ce5f6d39de4a/
/experiments/ENCSR004SUL/	ENCSR004SUL	DNase-seq	DNase-seq			induced pluripotent stem cell male adult (53 years) derived from fibroblast of arm	induced pluripotent stem cell		John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Homo sapiens	adult	53	year										/replicates/cca2bb06-0085-4e69-a6dc-454e151f8f25/,/replicates/8c05fbf9-c470-4ffb-8e8b-66be8eadc214/
/experiments/ENCSR000EKZ/	ENCSR000EKZ	DNase-seq	DNase-seq			MCF-7 derived from MCF-7	MCF-7	Duke human MCF-7 DNase-seq	Gregory Crawford, Duke	ENCODE	released	2,1	1		Homo sapiens	adult	69	year										/replicates/ec649ddf-7fdb-4370-8767-8c39bafcc5aa/,/replicates/a67433d9-0473-4a30-959c-57d96ed90201/
/experiments/ENCSR000EJI/	ENCSR000EJI	DNase-seq	DNase-seq			GM18507	GM18507	Duke human GM18507 DNase-seq	Gregory Crawford, Duke	ENCODE	released	2,1,3	1		Homo sapiens	unknown	unknown											/replicates/a50086f5-da95-4fa9-9b9f-06ef5dc11a64/,/replicates/f53adfdd-3dbe-4dae-9f3c-fd33f80b20ca/,/replicates/7f40212b-1bc8-4302-b468-f33df38b5bf8/
